timestamp;10_14;12_18;3_33;3_34;3_35;3_52;3_59;3_6;3_69;3_70;3_71;4_17;4_20;4_24;5_14;5_20;6_10;6_20;6_28;6_8;6_9;7_16;7_25;7_4;8_1;8_15;9_4
2011-04-30;;;;;;;;;;;;2.4360776309716914;;;2.4625790360854314;0.7952817384902218;;;0.6992687190089438;;;;;;;;1.876996216580816
2011-05-31;;;;;;;;;;;;2.123871065715192;;;1.510182324080523;1.0997884385805703;;;1.0355282386349032;;;;;;;;0.6633210989951223
2011-06-30;;;;;;;;;;;;1.5050866717538838;;-0.18552451029799674;0.3239810916349433;1.0163113404533395;;;1.052799418840509;;;;;;;;-0.6070637739056914
2011-07-31;;-2.0946707105702758;;;;;1.5095222230322836;;;;;0.9301938898725777;;-0.090506177265814;-0.4150875307587284;1.0314465596281661;;;1.0816379812397388;;;-1.009331837980353;;;;;-1.6267379297035733
2011-08-31;;-1.8133350045383845;;;;;2.27619250525173;;;;;0.4499646332469931;;-0.2780327333914387;-0.7972113530263429;0.7498785423301411;;;0.8197499959527641;;;-1.1809164045330944;-0.9012347409946035;;;;-1.960100844647778
2011-09-30;;-1.6879384006415619;;;;;1.7576393258135625;;;;;0.9576930806091295;;0.5403832273241198;0.5203099170491166;1.2424187299510816;;;1.1672112703205593;;;-0.9922469113314014;-0.007718027608763994;;;;-0.709527314781153
2011-10-31;;-1.5040270160590776;;;;;0.42932468852511674;;;;;0.8290295750324184;;0.3563219566042229;0.24083313333318684;1.0816998680713237;;;0.9799521327237749;;;-0.9756978483607365;-0.1760117660661365;;;;-0.8970889116913553
2011-11-30;;-1.0708642027826294;;;;;-0.07234698576677433;;;;;1.3597746973999594;;0.8243195139768396;0.7948553425355924;1.360312394933125;;;1.1609610613518473;;;-0.47045757504260177;0.20518157384571528;;;;-0.18908194665121364
2011-12-31;;-0.4967804301795204;;;;;0.22897074991095814;;;;;0.9822470908133936;0.8918091300668278;0.6874911736085048;-0.07900206769432494;1.1784008287629713;;;1.0384370129442135;;;-0.051894872811658596;0.23868327232675632;;;;-0.593137821311086
2012-01-31;;0.6500756557500649;;;;;1.8248459642622825;;;;;1.7788953337015825;1.1451222280481677;1.3738151116618507;0.881718815769889;1.6061123800792303;;;1.5309958948460651;;;0.6675812679477774;0.8754910715256918;;;;0.6982035429116913
2012-02-29;;1.0671937879031694;;;;;2.002624847617443;;;;;1.8992531949824978;0.42300954907440863;1.691737893080586;1.2243493388553628;1.7738937636250016;;;1.7958664510481395;;;0.9489108482095786;1.1775064223698262;;;;0.9482642370551957
2012-03-31;;1.5924719235226452;;;;;1.3473583596922374;;;;;2.529780189704116;-0.009733875507543947;2.2301054213447986;1.9594844612934872;2.2463493796369396;;;2.317123575242546;;;1.588722067665792;1.592666178266215;;;;1.2273087362249122
2012-04-30;;1.7864977549023802;;;;;-0.03827891032052347;;;;;2.227620929029722;-0.6156426108636118;2.716811564952465;1.31905719456221;2.68396085287999;;;2.8767109123528405;;;2.3281950871705286;2.1088461030420294;;;;0.6307971848410914
2012-05-31;;2.23760167607392;;;;;-0.6636380703668854;;;;;2.2114861569101256;-0.1806412246144133;2.716611602908078;1.062401862789717;2.7669398028900996;;;3.1517462263187115;;;2.873429065928597;2.6069039824080202;;;;0.4758564094902771
2012-06-30;;1.935835904725859;;;;;-0.7358997867371099;;;;;1.6069863128457504;-0.16898340227008696;1.867779446483859;0.4837791256226975;2.1925251215424746;;;2.7490078076750364;;;2.398291821553722;2.228821124705169;;;;0.2856811895003323
