Data,AMM,BEST,EA,EPNP,ESPI,GMSST,ITSMRG2,MEI,MEI V2,NOI,NIN1+2,NIN3,NIN3.4,NIN4,NTA,PACWARM,PWR,SOI,TNI,WHWP,WP,PDO,PNA,AMO,NAO,AAO,AO,QBO,SIOD,IOD,ONI,TNA,TSA,IASAS,SAODI,SASDI
1960-02,0.35,-0.096666667,-0.27,-0.12,,0.136666667,,-0.262333333,,0.787333333,-0.326666667,-0.43,-0.386666667,-0.653333333,-0.276666667,-0.473,-0.473,0.633333333,0.298666667,-0.176666667,0.376666667,,,,,,,,,,,,,,,
1960-03,1.116666667,-0.053333333,1.16,-0.04,,-0.07,,-0.207333333,,0.796333333,-0.333333333,-0.38,-0.346666667,-0.673333333,-0.176666667,-0.457666667,-0.457666667,0.7,0.160666667,-0.333333333,-0.323333333,,,,,,,,,,,,,,,
1960-04,1.696666667,-0.14,0.94,0.083333333,,-0.166666667,,-0.109333333,,1.526666667,-0.593333333,-0.41,-0.363333333,-0.646666667,-0.126666667,-0.456666667,-0.456666667,1.066666667,-0.072666667,-0.543333333,-0.383333333,,,,,,,,,,,,,,,
1960-05,1.96,-0.11,0.456666667,-0.336666667,,-0.3,,-0.132333333,,1.208333333,-0.816666667,-0.433333333,-0.293333333,-0.563333333,-0.106666667,-0.425,-0.425,1.3,-0.278,-0.096666667,-0.596666667,,,,,,,,,,,,,,,
1960-06,2.326666667,-0.016666667,-0.626666667,-0.613333333,,-0.143333333,,-0.200666667,,0.600666667,-1.203333333,-0.573333333,-0.356666667,-0.586666667,-0.11,-0.493333333,-0.493333333,0.8,-0.461666667,0.18,0.046666667,,,,,,,,,,,,,,,
1960-07,2.21,-0.036666667,-0.14,-0.266666667,,-0.106666667,,-0.309,,0.235666667,-1.273333333,-0.626666667,-0.383333333,-0.63,-0.133333333,-0.533666667,-0.533666667,0.633333333,-0.510666667,0.746666667,0.123333333,,,,,,,,,,,,,,,
1960-08,1.756666667,-0.133333333,0.82,-0.046666667,,-0.036666667,,-0.285,,0.254,-1.25,-0.556666667,-0.35,-0.703333333,-0.186666667,-0.595,-0.595,0.766666667,-0.501333333,0.853333333,0.356666667,,,,,,,,,,,,,,,
1960-09,1.083333333,-0.216666667,0.543333333,0.196666667,,3.70E-17,,-0.346,,1.258666667,-0.87,-0.42,-0.28,-0.726666667,-0.253333333,-0.576666667,-0.576666667,1.066666667,-0.463,1.253333333,0.34,,,,,,,,,,,,,,,
1960-10,0.59,-0.11,0.453333333,0.106666667,,0.08,,-0.359333333,,1.179333333,-0.733333333,-0.513333333,-0.306666667,-0.676666667,-0.283333333,-0.588333333,-0.588333333,0.866666667,-0.495666667,1.376666667,0.613333333,,,,,,,,,,,,,,,
1960-11,0.313333333,-0.193333333,0.196666667,-2.78E-16,,0.033333333,,-0.386,,0.756666667,-0.593333333,-0.72,-0.406666667,-0.563333333,-0.293333333,-0.557333333,-0.557333333,0.733333333,-0.450333333,1.173333333,0.243333333,,,,,,,,,,,,,,,
1960-12,0.043333333,-0.21,-0.19,-0.01,,0.073333333,,-0.359333333,,0.522333333,-0.6,-0.826666667,-0.44,-0.37,-0.273333333,-0.519,-0.519,0.8,-0.313333333,0.703333333,0.136666667,,,,,,,,,,,,,,,
1961-01,-0.066666667,-0.183333333,-0.56,0.345,,0.07,,-0.29,,-0.063333333,-0.323333333,-0.72,-0.38,-0.286666667,-0.283333333,-0.474333333,-0.474333333,0.6,-0.095666667,0.27,-0.346666667,,,,,,,,,,,,,,,
1961-02,-0.26,-0.116666667,-0.766666667,-0.205,,0.17,,-0.258333333,,2.311,0.026666667,-0.473333333,-0.293333333,-0.296666667,-0.283333333,-0.446333333,-0.446333333,0.8,0.131666667,0.003333333,-0.596666667,,,,,,,,,,,,,,,
1961-03,-0.026666667,0.276666667,-0.316666667,-0.626666667,,0.116666667,,-0.152666667,,1.615333333,-0.12,-0.383333333,-0.283333333,-0.43,-0.28,-0.462666667,-0.462666667,-0.633333333,0.313,-0.123333333,-0.676666667,,,,,,,,,,,,,,,
1961-04,0.623333333,0.15,0.273333333,-0.79,,0.13,,-0.097,,2.997666667,-0.353333333,-0.29,-0.333333333,-0.553333333,-0.233333333,-0.483333333,-0.483333333,-0.066666667,0.341,-0.116666667,-0.35,,,,,,,,,,,,,,,
1961-05,1.436666667,0.256666667,0.083333333,-0.203333333,,0.116666667,,-0.119333333,,1.294666667,-0.81,-0.31,-0.33,-0.63,-0.213333333,-0.562,-0.562,-0.4,0.153666667,-0.213333333,0.55,,,,,,,,,,,,,,,
1961-06,1.546666667,0.063333333,-0.163333333,0.083333333,,0.16,,-0.156666667,,1.413666667,-0.893333333,-0.286666667,-0.233333333,-0.623333333,-0.246666667,-0.637,-0.637,0.666666667,-0.134333333,-0.256666667,1.093333333,,,,,,,,,,,,,,,
1961-07,1.333333333,0.086666667,-0.46,-0.37,,0.133333333,,-0.231666667,,0.679,-1.143333333,-0.52,-0.216666667,-0.62,-0.32,-0.705333333,-0.705333333,0.366666667,-0.405333333,-0.56,1.68,,,,,,,,,,,,,,,
1961-08,1.053333333,0.043333333,-0.103333333,-0.353333333,,0.096666667,,-0.231,,0.592,-1.216666667,-0.773333333,-0.38,-0.696666667,-0.356666667,-0.733,-0.733,0.266666667,-0.489333333,-0.363333333,1.493333333,,,,,,,,,,,,,,,
1961-09,0.866666667,-0.18,0.943333333,-0.453333333,,0.116666667,,-0.269333333,,1.005,-1.27,-1.126666667,-0.673333333,-0.76,-0.346666667,-0.732333333,-0.732333333,0.233333333,-0.461333333,-0.25,1.366666667,,,,,,,,,,,,,,,
1961-10,0.303333333,-0.146666667,0.473333333,-0.45,,0.133333333,,-0.378666667,,1.810666667,-1.11,-1.233333333,-0.873333333,-0.833333333,-0.326666667,-0.716333333,-0.716333333,-0.066666667,-0.247333333,-0.076666667,0.886666667,,,,,,,,,,,,,,,
1961-11,-0.19,-0.256666667,0.19,-1.193333333,,0.14,,-0.423,,1.128333333,-0.953333333,-1.163333333,-0.86,-0.746666667,-0.3,-0.684666667,-0.684666667,0.166666667,0.039333333,-0.266666667,0.64,,,,,,,,,,,,,,,
1961-12,0.253333333,-0.39,-0.49,-1.335,,0.013333333,,-0.525666667,,2.014333333,-0.866666667,-0.916666667,-0.756666667,-0.693333333,-0.23,-0.598666667,-0.598666667,0.966666667,0.349333333,-0.313333333,-0.696666667,,,,,,,,,,,,,,,
1962-01,1.086666667,-0.646666667,-0.346666667,-0.59,,-0.013333333,,-0.702,,3.257,-0.763333333,-0.676666667,-0.616666667,-0.603333333,-0.123333333,-0.526,-0.526,2.233333333,0.439333333,-0.24,-1.566666667,,,,,,,,,,,,,,,
1962-02,1.81,-0.473333333,-0.333333333,1.2,,0.016666667,,-0.878666667,,2.290333333,-0.783333333,-0.55,-0.596666667,-0.62,-0.013333333,-0.522666667,-0.522666667,1.766666667,0.281666667,-0.226666667,-1.656666667,,,,,,,,,,,,,,,
1962-03,2.393333333,-0.283333333,-0.356666667,0.883333333,,0.103333333,,-0.906666667,,0.753666667,-1.2,-0.583333333,-0.546666667,-0.626666667,0.06,-0.546666667,-0.546666667,1,-0.018333333,-0.3,-0.783333333,,,,,,,,,,,,,,,
1962-04,2.79,-0.1,-0.246666667,0.823333333,,0.116666667,,-0.898333333,,-0.42,-1.746666667,-0.766666667,-0.58,-0.603333333,0.12,-0.555,-0.555,0,-0.364666667,-0.756666667,-0.536666667,,,,,,,,,,,,,,,
1962-05,3.076666667,-0.39,-0.126666667,0.356666667,,0.013333333,,-0.874,,1.638333333,-2.006666667,-0.98,-0.686666667,-0.65,0.116666667,-0.537333333,-0.537333333,0.766666667,-0.663666667,-1.156666667,-0.413333333,,,,,,,,,,,,,,,
1962-06,2.423333333,-0.42,0.32,0.36,,-0.006666667,,-0.933333333,,2.417333333,-1.746666667,-1.05,-0.743333333,-0.66,0.066666667,-0.526333333,-0.526333333,1.1,-0.854,-1.063333333,0.353333333,,,,,,,,,,,,,,,
1962-07,2.186666667,-0.343333333,0.276666667,0.226666667,,-0.066666667,,-0.814333333,,2.263,-1.393333333,-0.93,-0.69,-0.72,-0.043333333,-0.504333333,-0.504333333,1.033333333,-0.783333333,-0.243333333,1.123333333,,,,,,,,,,,,,,,
1962-08,1.766666667,-0.156666667,0.663333333,0.066666667,,-0.04,,-0.697,,1.437333333,-1.146666667,-0.726666667,-0.57,-0.723333333,-0.133333333,-0.456666667,-0.456666667,0.766666667,-0.653666667,1.053333333,1.576666667,,,,,,,,,,,,,,,
1962-09,1.66,-0.26,0.283333333,-0.07,,-0.05,,-0.593666667,,1.293666667,-0.943333333,-0.673333333,-0.613333333,-0.81,-0.21,-0.447333333,-0.447333333,0.6,-0.548333333,1.62,1.046666667,,,,,,,,,,,,,,,
1962-10,0.983333333,-0.453333333,0.82,-0.09,,0.003333333,,-0.589666667,,0.589,-0.893333333,-0.7,-0.686666667,-0.826666667,-0.203333333,-0.446666667,-0.446666667,1.1,-0.543,1.803333333,0.876666667,,,,,,,,,,,,,,,
1962-11,0.936666667,-0.496666667,-0.313333333,-0.183333333,,0.056666667,,-0.616,,1.502666667,-0.926666667,-0.916666667,-0.826666667,-0.823333333,-0.123333333,-0.488666667,-0.488666667,0.933333333,-0.446666667,1.353333333,0.396666667,,,,,,,,,,,,,,,
1962-12,1.58,-0.37,-0.296666667,-0.2,,0.05,,-0.59,,0.854666667,-1.043333333,-1.036666667,-0.876666667,-0.806666667,0.046666667,-0.504666667,-0.504666667,0.8,-0.369666667,0.796666667,0.033333333,,,,,,,,,,,,,,,
1963-01,2.493333333,-0.316666667,-0.723333333,0.25,,0.033333333,,-0.605666667,,1.501333333,-0.936666667,-1.026666667,-0.886666667,-0.82,0.2,-0.541333333,-0.541333333,0.833333333,-0.251333333,0.25,-1.266666667,,,,,,,,,,,,,,,
1963-02,3.043333333,-0.303333333,-0.413333333,1.035,,0.073333333,,-0.679,,-0.397666667,-0.92,-0.856666667,-0.746666667,-0.793333333,0.28,-0.558666667,-0.558666667,0.966666667,-0.181333333,-0.233333333,-2.093333333,,,,,,,,,,,,,,,
1963-03,2.546666667,-0.343333333,0.306666667,0.253333333,,0.006666667,,-0.743333333,,0.343,-0.81,-0.573333333,-0.47,-0.643333333,0.256666667,-0.592666667,-0.592666667,1.5,-0.058333333,-0.186666667,-2.176666667,,,,,,,,,,,,,,,
1963-04,2.083333333,-0.233333333,0.183333333,-0.163333333,,-0.06,,-0.757666667,,-0.626333333,-0.93,-0.356666667,-0.22,-0.47,0.153333333,-0.586333333,-0.586333333,1.366666667,-0.015,0.01,-0.763333333,,,,,,,,,,,,,,,
1963-05,0.99,-0.106666667,-0.073333333,-0.33,,-0.183333333,,-0.636333333,,0.514,-0.846666667,-0.246666667,-0.143333333,-0.4,0.023333333,-0.506666667,-0.506666667,1.266666667,-0.011333333,0.106666667,0.686666667,,,,,,,,,,,,,,,
1963-06,0.143333333,0.193333333,-0.443333333,-0.713333333,,-0.1,,-0.459333333,,0.166333333,-0.883333333,-0.16,-0.146666667,-0.5,-0.116666667,-0.464666667,-0.464666667,0.366666667,-0.116,0.286666667,1.903333333,,,,,,,,,,,,,,,
1963-07,-0.823333333,0.51,-0.006666667,-1.2,,-0.02,,-0.071,,0.058333333,-0.593333333,0.04,0.026666667,-0.48,-0.213333333,-0.476,-0.476,-0.133333333,-0.174666667,0.056666667,2.246666667,,,,,,,,,,,,,,,
1963-08,-1.433333333,0.773333333,0.58,-0.81,,0.086666667,,0.283333333,,0.184666667,-0.353333333,0.323333333,0.333333333,-0.31,-0.276666667,-0.514333333,-0.514333333,-0.333333333,-0.263666667,0.89,1.89,,,,,,,,,,,,,,,
1963-09,-2.123333333,0.84,3.70E-17,0.35,,0.153333333,,0.576,,-1.153,-0.046666667,0.49,0.596666667,-0.013333333,-0.306666667,-0.523666667,-0.523666667,-0.4,-0.388333333,1.42,0.943333333,,,,,,,,,,,,,,,
1963-10,-2.523333333,0.966666667,-0.083333333,0.43,,0.186666667,,0.709666667,,-1.588,0.05,0.486666667,0.646666667,0.156666667,-0.31,-0.543666667,-0.543666667,-1,-0.571333333,2.103333333,0.77,,,,,,,,,,,,,,,
1963-11,-2.58,0.96,0.113333333,-0.466666667,,0.156666667,,0.792,,-2.684666667,-0.073333333,0.483333333,0.696666667,0.16,-0.303333333,-0.557,-0.557,-1.466666667,-0.759,1.913333333,-0.033333333,,,,,,,,,,,,,,,
1963-12,-2.503333333,1.086666667,0.43,-1.21,,0.063333333,,0.802333333,,-1.601666667,-0.186666667,0.583333333,0.81,0.08,-0.27,-0.534,-0.534,-1.8,-0.975,1.203333333,0.013333333,,,,,,,,,,,,,,,
1964-01,-2.253333333,0.913333333,0.943333333,-1.45,,-0.003333333,,0.826666667,,0.552666667,-0.386666667,0.56,0.86,0.033333333,-0.233333333,-0.412333333,-0.412333333,-1.333333333,-1.181666667,0.583333333,-0.53,,,,,,,,,,,,,,,
1964-02,-1.446666667,0.76,0.696666667,-2.235,,-0.07,,0.708,,3.220333333,-0.743333333,0.34,0.73,-0.02,-0.16,-0.318,-0.318,-0.833333333,-1.306333333,-0.103333333,-0.043333333,,,,,,,,,,,,,,,
1964-03,-0.213333333,0.236666667,1.11,-1.953333333,,-0.133333333,,0.367666667,,4.566666667,-1.113333333,-0.073333333,0.303333333,-0.233333333,-0.126666667,-0.284,-0.284,0.466666667,-1.396333333,-0.063333333,-0.146666667,,,,,,,,,,,,,,,
1964-04,0.373333333,-0.32,0.706666667,-1.98,,-0.23,,-0.106666667,,4.663,-1.346666667,-0.656666667,-0.25,-0.466666667,-0.12,-0.288333333,-0.288333333,1.266666667,-1.423666667,-0.186666667,0.57,,,,,,,,,,,,,,,
1964-05,0.803333333,-0.603333333,1.016666667,-1.03,,-0.3,,-0.678333333,,3.521333333,-1.806666667,-1.233333333,-0.75,-0.653333333,-0.16,-0.364333333,-0.364333333,1.366666667,-1.381666667,-0.516666667,0.63,,,,,,,,,,,,,,,
1964-06,1.003333333,-0.786666667,1.133333333,0.066666667,,-0.263333333,,-0.976333333,,2.496666667,-1.966666667,-1.613333333,-1.043333333,-0.783333333,-0.176666667,-0.401333333,-0.401333333,1.133333333,-1.198333333,-0.81,0.433333333,,,,,,,,,,,,,,,
1964-07,1.03,-0.666666667,0.943333333,-0.116666667,,-0.163333333,,-1.256,,1.468,-2.106666667,-1.52,-1.073333333,-0.95,-0.22,-0.464,-0.464,0.833333333,-0.899,-0.813333333,0.39,,,,,,,,,,,,,,,
1964-08,0.56,-0.893333333,1.723333333,0.033333333,,-0.153333333,,-1.34,,0.884666667,-1.773333333,-1.433333333,-1.12,-1.17,-0.313333333,-0.492666667,-0.492666667,1.533333333,-0.5,-0.8,0.736666667,,,,,,,,,,,,,,,
1964-09,0.226666667,-0.973333333,1.4,-0.546666667,,-0.24,,-1.393,,1.951666667,-1.556666667,-1.28,-1.206666667,-1.396666667,-0.43,-0.492333333,-0.492333333,1.833333333,-0.011333333,-0.86,1.183333333,,,,,,,,,,,,,,,
1964-10,0.236666667,-1.15,1.14,0.37,,-0.333333333,,-1.337,,1.452666667,-1.446666667,-1.316666667,-1.336666667,-1.566666667,-0.503333333,-0.507666667,-0.507666667,2.266666667,0.424333333,-1.183333333,1.033333333,,,,,,,,,,,,,,,
1964-11,0.523333333,-0.95,0.413333333,-0.136666667,,-0.303333333,,-1.251333333,,1.567333333,-1.213333333,-1.186666667,-1.396666667,-1.69,-0.506666667,-0.598666667,-0.598666667,1.533333333,0.721,-1.276666667,0.36,,,,,,,,,,,,,,,
1964-12,0.77,-0.656666667,0.056666667,-0.285,,-0.283333333,,-1.117333333,,0.216333333,-1.246666667,-1.3,-1.386666667,-1.653333333,-0.493333333,-0.727666667,-0.727666667,0.666666667,0.856333333,-1.04,0.063333333,,,,,,,,,,,,,,,
1965-01,0.47,-0.276666667,0.073333333,-0.07,,-0.183333333,,-0.890666667,,0.801333333,-0.996666667,-1.213333333,-1.233333333,-1.476666667,-0.49,-0.830333333,-0.830333333,-0.3,0.969,-0.62,-0.74,,,,,,,,,,,,,,,
1965-02,-0.266666667,-0.173333333,0.273333333,-0.165,,-0.17,,-0.590666667,,2.045,-0.78,-1,-0.94,-1.15,-0.473333333,-0.779333333,-0.779333333,-0.166666667,1.130333333,-0.263333333,-0.823333333,,,,,,,,,,,,,,,
1965-03,-0.966666667,-0.183333333,-0.25,0.633333333,,-0.103333333,,-0.374666667,,2.295666667,-0.34,-0.593333333,-0.596666667,-0.866666667,-0.433333333,-0.774666667,-0.774666667,0.4,1.45,-0.37,-1.07,,,,,,,,,,,,,,,
1965-04,-1.226666667,2.22E-16,0.096666667,0.773333333,,-0.173333333,,-0.167333333,,0.638666667,0.336666667,-0.31,-0.446666667,-0.81,-0.39,-0.744,-0.744,0.333333333,1.802,-0.253333333,-0.573333333,,,,,,,,,,,,,,,
1965-05,-1.42,0.176666667,0.593333333,1.106666667,,-0.15,,0.097,,0.310666667,0.953333333,-0.03,-0.24,-0.693333333,-0.4,-0.772,-0.772,0.2,2.074,-0.03,0.166666667,,,,,,,,,,,,,,,
1965-06,-1.833333333,0.62,1.65,-0.156666667,,-0.14,,0.472333333,,-0.075333333,1.366666667,0.223333333,-0.006666667,-0.473333333,-0.433333333,-0.762666667,-0.762666667,-0.5,2.134333333,-0.36,0.953333333,,,,,,,,,,,,,,,
1965-07,-1.87,1.08,1.55,-0.246666667,,-0.14,,0.899333333,,0.639,1.266666667,0.493333333,0.343333333,-0.163333333,-0.48,-0.839,-0.839,-1.2,1.904,-0.626666667,1.67,,,,,,,,,,,,,,,
1965-08,-2.04,1.493333333,0.996666667,0.503333333,,-0.133333333,,1.219666667,,-1.070666667,1.216666667,0.73,0.696666667,0.013333333,-0.5,-0.868666667,-0.868666667,-1.666666667,1.420333333,-1.123333333,1.816666667,,,,,,,,,,,,,,,
1965-09,-2.173333333,1.693333333,0.773333333,1.776666667,,-0.173333333,,1.390333333,,-0.971,0.933333333,0.93,1.006666667,0.083333333,-0.513333333,-0.864,-0.864,-2.1,0.818666667,-0.77,0.99,,,,,,,,,,,,,,,
1965-10,-2.55,1.573333333,1.676666667,1.81,,-0.12,,1.335333333,,-0.755,0.693333333,1.066666667,1.286666667,0.25,-0.493333333,-0.806666667,-0.806666667,-1.6,0.288333333,-0.336666667,0.633333333,,,,,,,,,,,,,,,
1965-11,-2.54,1.693333333,1.113333333,1.106666667,,-0.123333333,,1.308,,-2.907666667,0.376666667,1.156666667,1.386666667,0.346666667,-0.433333333,-0.744666667,-0.744666667,-2.033333333,-0.076333333,0.263333333,0.613333333,,,,,,,,,,,,,,,
1965-12,-2.103333333,1.413333333,0.516666667,0.53,,-0.113333333,,1.271666667,,-3.193333333,0.366666667,1.206666667,1.41,0.416666667,-0.343333333,-0.695,-0.695,-1.2,-0.334333333,0.56,1.17,,,,,,,,,,,,,,,
1966-01,-1.34,1.306666667,-0.673333333,-0.075,,-0.156666667,,1.306666667,,-3.075,0.383333333,1.18,1.3,0.373333333,-0.2,-0.623,-0.623,-1.433333333,-0.674333333,0.386666667,0.786666667,,,,,,,,,,,,,,,
1966-02,0.14,0.93,-0.546666667,-0.455,,-0.146666667,,1.254333333,,-0.218333333,0.033333333,0.916666667,1.093333333,0.383333333,-0.03,-0.517333333,-0.517333333,-0.766666667,-1.057333333,0.18,0.51,,,,,,,,,,,,,,,
1966-03,1.593333333,1.103333333,0.33,-0.616666667,,-0.04,,1.060666667,,0.248333333,-0.573333333,0.5,0.95,0.526666667,0.163333333,-0.453333333,-0.453333333,-1.366666667,-1.472666667,0.176666667,0.13,,,,,,,,,,,,,,,
1966-04,2.81,0.993333333,0.52,0.156666667,,6.48E-17,,0.796666667,,0.013666667,-1.22,0.063333333,0.693333333,0.456666667,0.256666667,-0.464666667,-0.464666667,-0.733333333,-1.822666667,0.223333333,0.016666667,,,,,,,,,,,,,,,
1966-05,2.856666667,0.88,0.546666667,0.116666667,,-0.013333333,,0.342,,-0.775666667,-1.586666667,-0.45,0.3,0.29,0.243333333,-0.592666667,-0.592666667,-0.833333333,-2.115,-0.083333333,-0.056666667,,,,,,,,,,,,,,,
1966-06,2.126666667,0.503333333,0.326666667,0.506666667,,-0.066666667,,0.048,,-1.063666667,-1.616666667,-0.686666667,-0.036666667,0.023333333,0.123333333,-0.664,-0.664,-0.166666667,-2.182666667,-0.583333333,-0.146666667,,,,,,,,,,,,,,,
1966-07,1.156666667,0.353333333,-0.11,-0.336666667,,-0.006666667,,-0.162333333,,-0.767,-1.523333333,-0.773333333,-0.14,-0.006666667,-0.006666667,-0.661333333,-0.661333333,-0.033333333,-2.079333333,-0.756666667,0.766666667,,,,,,,,,,,,,,,
1966-08,0.503333333,0.163333333,0.493333333,0.096666667,,-0.01,,-0.052333333,,-0.121666667,-1.343333333,-0.676666667,-0.136666667,-0.056666667,-0.11,-0.621,-0.621,0.566666667,-1.858333333,-0.323333333,0.483333333,,,,,,,,,,,,,,,
1966-09,0.38,0.166666667,1.1,0.546666667,,-0.013333333,,-0.019333333,,-0.202,-1.12,-0.733333333,-0.256666667,-0.106666667,-0.186666667,-0.553333333,-0.553333333,0.266666667,-1.658,0.326666667,1.01,,,,,,,,,,,,,,,
1966-10,0.286666667,0.066666667,1.8,0.89,,-0.133333333,,0.002666667,,0.237,-0.883333333,-0.803333333,-0.436666667,-0.16,-0.203333333,-0.532666667,-0.532666667,0.166666667,-1.428333333,0.55,-0.25,,,,,,,,,,,,,,,
1966-11,0.296666667,0.086666667,0.196666667,0.926666667,,-0.1,,-0.049,,-0.9,-0.793333333,-0.88,-0.47,-0.106666667,-0.19,-0.489,-0.489,-0.2,-1.12,0.783333333,0.18,,,,,,,,,,,,,,,
1966-12,0.176666667,0.09,-0.893333333,0.6,,-0.11,,-0.078,,-0.811,-0.703333333,-0.946666667,-0.513333333,-0.153333333,-0.113333333,-0.507666667,-0.507666667,-0.266666667,-0.725333333,0.423333333,-0.45,,,,,,,,,,,,,,,
1967-01,0.42,-0.26,-1.07,0.26,,-0.04,,-0.215333333,,-0.335666667,-0.856666667,-0.94,-0.57,-0.366666667,-0.086666667,-0.554333333,-0.554333333,0.733333333,-0.359,0.216666667,0.156666667,,,,,,,,,,,,,,,
1967-02,0.343333333,-0.553333333,-0.263333333,-0.39,,-0.126666667,,-0.513666667,,2.622666667,-0.746666667,-0.776666667,-0.626666667,-0.61,-0.1,-0.649666667,-0.649666667,1.666666667,-0.108333333,-0.253333333,-0.16,,,,,,,,,,,,,,,
1967-03,0.38,-0.803333333,-0.063333333,0.03,,-0.096666667,,-0.803333333,,2.646,-0.886666667,-0.71,-0.696666667,-0.666666667,-0.173333333,-0.72,-0.72,2.533333333,-0.080333333,-0.406666667,0.293333333,,,,,,,,,,,,,,,
1967-04,0.533333333,-0.596666667,-0.533333333,0.15,,-0.103333333,,-0.992666667,,1.404666667,-0.78,-0.876666667,-0.833333333,-0.49,-0.246666667,-0.717333333,-0.717333333,1.566666667,-0.207666667,-0.72,0.51,,,,,,,,,,,,,,,
1967-05,0.78,-0.226666667,-0.42,1.01,,0.036666667,,-0.842666667,,0.188666667,-0.86,-0.93,-0.816666667,-0.28,-0.313333333,-0.657666667,-0.657666667,0.633333333,-0.525,-1.12,0.05,,,,,,,,,,,,,,,
1967-06,0.716666667,-0.12,0.203333333,1.013333333,,-0.006666667,,-0.571333333,,0.122666667,-0.866666667,-0.756666667,-0.643333333,-0.243333333,-0.39,-0.602666667,-0.602666667,0.333333333,-0.896333333,-1.503333333,-0.09,,,,,,,,,,,,,,,
1967-07,0.426666667,-0.016666667,0.976666667,0.926666667,,0.04,,-0.392,,0.948666667,-0.993333333,-0.576666667,-0.393333333,-0.306666667,-0.443333333,-0.616666667,-0.616666667,0.466666667,-1.225666667,-1.793333333,-0.49,,,,,,,,,,,,,,,
1967-08,0.173333333,-0.203333333,0.77,0.62,,4.86E-17,,-0.373,,0.152333333,-1.22,-0.686666667,-0.336666667,-0.413333333,-0.466666667,-0.638666667,-0.638666667,0.866666667,-1.415333333,-2.21,0.02,,,,,,,,,,,,,,,
1967-09,0.23,-0.293333333,0.426666667,0.443333333,,0.036666667,,-0.503333333,,-0.381333333,-1.47,-1.023333333,-0.536666667,-0.47,-0.456666667,-0.645333333,-0.645333333,0.766666667,-1.555333333,-2.013333333,0.156666667,,,,,,,,,,,,,,,
1967-10,-0.056666667,-0.34,-0.073333333,0.403333333,,0.056666667,,-0.565,,-0.563666667,-1.68,-1.246666667,-0.673333333,-0.486666667,-0.453333333,-0.614333333,-0.614333333,0.7,-1.646333333,-1.463333333,-0.213333333,,,,,,,,,,,,,,,
1967-11,-0.69,-0.163333333,-0.36,0.026666667,,0.056666667,,-0.576,,-1.554,-1.77,-1.32,-0.74,-0.45,-0.476666667,-0.639333333,-0.639333333,0.066666667,-1.671666667,-0.633333333,-0.46,,,,,,,,,,,,,,,
1967-12,-1.473333333,0.083333333,-0.503333333,-0.135,,0.046666667,,-0.486,,-0.410333333,-1.78,-1.27,-0.67,-0.393333333,-0.506666667,-0.657333333,-0.657333333,-0.5,-1.628666667,-0.283333333,-0.65,,,,,,,,,,,,,,,
1968-01,-1.66,-0.033333333,-0.213333333,-0.135,,-0.073333333,,-0.461,,-0.068666667,-1.743333333,-1.283333333,-0.706666667,-0.403333333,-0.49,-0.709333333,-0.709333333,-0.233333333,-1.499666667,-0.23,-1.076666667,,,,,,,,,,,,,,,
1968-02,-0.826666667,-0.35,-0.08,-0.445,,-0.136666667,,-0.562,,-0.347333333,-1.623333333,-1.403333333,-0.856666667,-0.44,-0.413333333,-0.722,-0.722,0.7,-1.350666667,-0.253333333,-1.94,,,,,,,,,,,,,,,
1968-03,0.12,-0.52,0.506666667,-0.28,,-0.023333333,,-0.654666667,,-0.841333333,-1.536666667,-1.47,-0.956666667,-0.5,-0.316666667,-0.745666667,-0.745666667,1.066666667,-1.205,-0.476666667,-1.766666667,,,,,,,,,,,,,,,
1968-04,0.426666667,-0.423333333,0.296666667,-1.16,,0.02,,-0.768666667,,-0.360333333,-1.586666667,-1.366666667,-0.913333333,-0.5,-0.28,-0.741666667,-0.741666667,0.766666667,-1.175,-1.283333333,-1.376666667,,,,,,,,,,,,,,,
1968-05,0.153333333,-0.42,0.77,-0.586666667,,0.003333333,,-0.890666667,,1.27,-1.793333333,-1.246666667,-0.806666667,-0.543333333,-0.356666667,-0.711333333,-0.711333333,0.766666667,-1.183333333,-2.006666667,-0.626666667,,,,,,,,,,,,,,,
1968-06,-0.553333333,-0.383333333,0.47,-0.846666667,,-0.156666667,,-0.949666667,,1.768333333,-1.803333333,-0.91,-0.44,-0.383333333,-0.483333333,-0.613,-0.613,1.3,-1.170666667,-2.433333333,-1.01,,,,,,,,,,,,,,,
1968-07,-1.126666667,-0.296666667,1.33,0.683333333,,-0.17,,-0.802666667,,1.177666667,-1.483333333,-0.523333333,-0.106666667,-0.343333333,-0.593333333,-0.508,-0.508,1.666666667,-0.985666667,-1.88,-0.313333333,,,,,,,,,,,,,,,
1968-08,-1.713333333,0.093333333,1.123333333,0.576666667,,-0.13,,-0.473,,0.971666667,-0.893333333,-0.11,0.196666667,-0.213333333,-0.606666667,-0.449666667,-0.449666667,1.1,-0.764666667,-1.06,0.21,,,,,,,,,,,,,,,
1968-09,-1.77,0.246666667,0.74,0.516666667,,-0.17,,-0.131333333,,0.654666667,-0.246666667,0.003333333,0.15,-0.246666667,-0.546666667,-0.462,-0.462,0.366666667,-0.555,0.1,0.366666667,,,,,,,,,,,,,,,
